date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:18	52056/52056	---M--	200	added ('OK')	text/html	etag:%22b836df-cb58-5bd92a1bdd200%22	https://d-themes.com/html/riode/demo2-product.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/demo2-product.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:19	53285/53285	---M--	200	added ('OK')	text/html	etag:%22b83779-d025-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-simple.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-simple.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:19	53740/53740	---M--	200	added ('OK')	text/html	etag:%22b83778-d1ec-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-sale.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-sale.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:20	54779/54779	---M--	200	added ('OK')	text/html	etag:%22b83770-d5fb-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-featured.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-featured.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:20	65158/65158	---M--	200	added ('OK')	text/html	etag:%22b83775-fe86-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-left-sidebar.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-left-sidebar.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:20	65788/65788	---M--	200	added ('OK')	text/html	etag:%22b83777-100fc-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-right-sidebar.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-right-sidebar.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:21	54303/54303	---M--	200	added ('OK')	text/html	etag:%22b8377c-d41f-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-sticky-cart.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-sticky-cart.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:21	55149/55149	---M--	200	added ('OK')	text/html	etag:%22b8377d-d76d-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-tabinside.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-tabinside.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:22	55278/55278	---M--	200	added ('OK')	text/html	etag:%22b83773-d7ee-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-grid.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-grid.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:22	54815/54815	---M--	200	added ('OK')	text/html	etag:%22b83776-d61f-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-masonry.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-masonry.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:22	56047/56047	---M--	200	added ('OK')	text/html	etag:%22b83772-daef-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-gallery.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-gallery.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:23	64737/64737	---M--	200	added ('OK')	text/html	etag:%22b83771-fce1-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-full.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-full.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:23	54378/54378	---M--	200	added ('OK')	text/html	etag:%22b8377a-d46a-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-sticky.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-sticky.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:23	55451/55451	---M--	200	added ('OK')	text/html	etag:%22b8377b-d89b-5bd6365a0c400%22	https://d-themes.com/html/riode/product-sticky-both.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-sticky-both.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:23	56020/56020	---M--	200	added ('OK')	text/html	etag:%22b83774-dad4-5bd6384dc5f00%22	https://d-themes.com/html/riode/product-horizontal.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/product-horizontal.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:24	18214/18214	---M--	200	added ('OK')	image/jpeg	etag:%22ba4ce3-4726-5ba5ff0132800%22	https://d-themes.com/html/riode/images/menu/banner-2.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/menu/banner-2.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:24	60173/60173	---M--	200	added ('OK')	text/html	etag:%22b836c9-eb0d-5bd6365a0c400%22	https://d-themes.com/html/riode/about-us.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/about-us.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:25	51548/51548	---M--	200	added ('OK')	text/html	etag:%22b836ca-c95c-5bd6365a0c400%22	https://d-themes.com/html/riode/account.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/account.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:25	66534/66534	---M--	200	added ('OK')	text/html	etag:%22b83764-103e6-5bd6365a0c400%22	https://d-themes.com/html/riode/faq.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/faq.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:25	43488/43488	---M--	200	added ('OK')	text/html	etag:%22b83763-a9e0-5bd450e4eed80%22	https://d-themes.com/html/riode/error-404.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/error-404.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:25	11272/11272	---M--	200	added ('OK')	text/html	etag:%22b836db-2c08-5bc8063196e00%22	https://d-themes.com/html/riode/coming-soon.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/coming-soon.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:26	99157/99157	---M--	200	added ('OK')	text/html	etag:%22b83762-18355-5bd6365a0c400%22	https://d-themes.com/html/riode/element-typography.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-typography.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:27	223969/223969	---M--	200	added ('OK')	text/html	etag:%22b8375e-36ae1-5bd6365a0c400%22	https://d-themes.com/html/riode/element-products.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-products.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:28	96896/96896	---M--	200	added ('OK')	text/html	etag:%22b83761-17a80-5bd6365a0c400%22	https://d-themes.com/html/riode/element-titles.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-titles.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:29	132725/132725	---M--	200	added ('OK')	text/html	etag:%22b83759-20675-5bd6365a0c400%22	https://d-themes.com/html/riode/element-categories.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-categories.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:29	109574/109574	---M--	200	added ('OK')	text/html	etag:%22b83758-1ac06-5bd6365a0c400%22	https://d-themes.com/html/riode/element-buttons.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-buttons.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:31	121496/121496	---M--	200	added ('OK')	text/html	etag:%22b83755-1da98-5bd6365a0c400%22	https://d-themes.com/html/riode/element-accordions.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-accordions.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:31	107213/107213	---M--	200	added ('OK')	text/html	etag:%22b83756-1a2cd-5bd6365a0c400%22	https://d-themes.com/html/riode/element-alerts.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-alerts.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:31	129394/129394	---M--	200	added ('OK')	text/html	etag:%22b8375f-1f972-5bd6365a0c400%22	https://d-themes.com/html/riode/element-tabs.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-tabs.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:32	117127/117127	---M--	200	added ('OK')	text/html	etag:%22b83760-1c987-5bd6365a0c400%22	https://d-themes.com/html/riode/element-testimonials.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-testimonials.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:32	123431/123431	---M--	200	added ('OK')	text/html	etag:%22b83757-1e227-5bd6365a0c400%22	https://d-themes.com/html/riode/element-blog-posts.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-blog-posts.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:32	104786/104786	---M--	200	added ('OK')	text/html	etag:%22b8375d-19952-5bd6365a0c400%22	https://d-themes.com/html/riode/element-instagrams.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-instagrams.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:32	105022/105022	---M--	200	added ('OK')	text/html	etag:%22b8375a-19a3e-5bd6365a0c400%22	https://d-themes.com/html/riode/element-cta.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-cta.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:32	127140/127140	---M--	200	added ('OK')	text/html	etag:%22b8375b-1f0a4-5bd6365a0c400%22	https://d-themes.com/html/riode/element-icon-boxes.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-icon-boxes.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:33	411338/411338	---M--	200	added ('OK')	text/html	etag:%22b8375c-646ca-5bd6365a0c400%22	https://d-themes.com/html/riode/element-icons.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/element-icons.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:33	64246/64246	---M--	200	added ('OK')	text/html	etag:%22b836cb-faf6-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-classic.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-classic.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:33	66872/66872	---M--	200	added ('OK')	text/html	etag:%22b836d0-10538-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-listing.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-listing.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:34	59029/59029	---M--	200	added ('OK')	text/html	etag:%22b836cc-e695-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-grid-2col.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-grid-2col.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:34	58877/58877	---M--	200	added ('OK')	text/html	etag:%22b836cd-e5fd-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-grid-3col.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-grid-3col.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:35	59150/59150	---M--	200	added ('OK')	text/html	etag:%22b836ce-e70e-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-grid-4col.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-grid-4col.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:35	69459/69459	---M--	200	added ('OK')	text/html	etag:%22b836cf-10f53-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-grid-sidebar.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-grid-sidebar.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:35	58396/58396	---M--	200	added ('OK')	text/html	etag:%22b836d3-e41c-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-masonry-2col.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-masonry-2col.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:36	58100/58100	---M--	200	added ('OK')	text/html	etag:%22b836d4-e2f4-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-masonry-3col.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-masonry-3col.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:36	58412/58412	---M--	200	added ('OK')	text/html	etag:%22b836d5-e42c-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-masonry-4col.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-masonry-4col.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:37	68501/68501	---M--	200	added ('OK')	text/html	etag:%22b836d6-10b95-5bd450e4eed80%22	https://d-themes.com/html/riode/blog-masonry-sidebar.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-masonry-sidebar.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:37	56461/56461	---M--	200	added ('OK')	text/html	etag:%22b836d1-dc8d-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-mask-grid.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-mask-grid.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:37	56392/56392	---M--	200	added ('OK')	text/html	etag:%22b836d2-dc48-5bd6365a0c400%22	https://d-themes.com/html/riode/blog-mask-masonry.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/blog-mask-masonry.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:38	79777/79777	---M--	200	added ('OK')	text/html	etag:%22b8376e-137a1-5bd6365a0c400%22	https://d-themes.com/html/riode/post-single.html	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/post-single.html	(from https://d-themes.com/html/riode/demo2.html)
12:16:39	419920/419920	---M--	200	added ('OK')	image/jpeg	etag:%221c14db-66850-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/slides/1.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/slides/1.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:39	419230/419230	---M--	200	added ('OK')	image/jpeg	etag:%221c14dc-6659e-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/slides/2.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/slides/2.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:40	14090/14090	---M--	200	added ('OK')	image/jpeg	etag:%221c14a1-370a-5bab324de1600%22	https://d-themes.com/html/riode/images/demos/demo2/banners/1.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/banners/1.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:40	18302/18302	---M--	200	added ('OK')	image/jpeg	etag:%221c14a2-477e-5bab324de1600%22	https://d-themes.com/html/riode/images/demos/demo2/banners/2.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/banners/2.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:41	10210/10210	---M--	200	added ('OK')	image/jpeg	etag:%221c14c9-27e2-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/1.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/1.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:41	13196/13196	---M--	200	added ('OK')	image/jpeg	etag:%221c14d1-338c-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/2.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/2.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:42	8376/8376	---M--	200	added ('OK')	image/jpeg	etag:%221c14d2-20b8-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/3.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/3.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:42	13608/13608	---M--	200	added ('OK')	image/jpeg	etag:%221c14d3-3528-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/4.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/4.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:42	8527/8527	---M--	200	added ('OK')	image/jpeg	etag:%221c14d4-214f-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/5.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/5.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:43	13348/13348	---M--	200	added ('OK')	image/jpeg	etag:%221c14d5-3424-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/6.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/6.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:43	9291/9291	---M--	200	added ('OK')	image/jpeg	etag:%221c14d6-244b-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/7.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/7.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:43	9633/9633	---M--	200	added ('OK')	image/jpeg	etag:%221c14d7-25a1-5ba5ff3c53380%22	https://d-themes.com/html/riode/images/demos/demo2/products/8.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/products/8.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:44	36504/36504	---M--	200	added ('OK')	image/jpeg	etag:%221c14a8-8e98-5bab324fc9a80%22	https://d-themes.com/html/riode/images/demos/demo2/category/1.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/category/1.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:44	16916/16916	---M--	200	added ('OK')	image/jpeg	etag:%221c14a9-4214-5bab324fc9a80%22	https://d-themes.com/html/riode/images/demos/demo2/category/2.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/category/2.jpg	(from https://d-themes.com/html/riode/demo2.html)
12:16:44	25931/25931	---M--	200	added ('OK')	image/jpeg	etag:%221c14aa-654b-5bab324fc9a80%22	https://d-themes.com/html/riode/images/demos/demo2/category/3.jpg	C:/My%20Web%20Sites/riode/d-themes.com/html/riode/images/demos/demo2/category/3.jpg	(from https://d-themes.com/html/riode/demo2.html)
